Object ID,Title,Object Name,Department,Culture,Period,Artist Display Name,Medium,Dimensions,Classification,Object Date,General_Text_Description
45713,Unknown,Painting,Asian Art,Japan,Edo period (1615–1868),Kano Shōun,Unmounted shikisi leaf; ink and color on silk,7 1/4 × 6 1/2 in. (18.4 × 16.5 cm),Paintings,17th century,"Unknown is a Edo period (1615–1868) Painting by the Japan artist Kano Shōun. This piece, part of the Asian Art collection, is crafted using Unmounted shikisi leaf; ink and color on silk. Measuring 7 1/4 × 6 1/2 in. (18.4 × 16.5 cm), the work is classified as Paintings and was created in 17th century."
45714,Unknown,Painting,Asian Art,Japan,Edo period (1615–1868),Kano Shōun,Unmounted shikisi leaf; ink and color on silk,7 1/4 × 6 1/2 in. (18.4 × 16.5 cm),Paintings,17th century,"Unknown is a Edo period (1615–1868) Painting by the Japan artist Kano Shōun. This piece, part of the Asian Art collection, is crafted using Unmounted shikisi leaf; ink and color on silk. Measuring 7 1/4 × 6 1/2 in. (18.4 × 16.5 cm), the work is classified as Paintings and was created in 17th century."
45715,Unknown,Painting,Asian Art,Japan,Edo period (1615–1868),Kano Shōun,Unmounted shikisi leaf; ink and color on silk,7 1/4 × 6 1/2 in. (18.4 × 16.5 cm),Paintings,17th century,"Unknown is a Edo period (1615–1868) Painting by the Japan artist Kano Shōun. This piece, part of the Asian Art collection, is crafted using Unmounted shikisi leaf; ink and color on silk. Measuring 7 1/4 × 6 1/2 in. (18.4 × 16.5 cm), the work is classified as Paintings and was created in 17th century."
45716,Unknown,Painting,Asian Art,Japan,Edo period (1615–1868),Kano Shōun,Unmounted shikisi leaf; ink and color on silk,7 1/4 × 6 1/2 in. (18.4 × 16.5 cm),Paintings,17th century,"Unknown is a Edo period (1615–1868) Painting by the Japan artist Kano Shōun. This piece, part of the Asian Art collection, is crafted using Unmounted shikisi leaf; ink and color on silk. Measuring 7 1/4 × 6 1/2 in. (18.4 × 16.5 cm), the work is classified as Paintings and was created in 17th century."
45717,Unknown,Painting,Asian Art,Japan,Edo period (1615–1868),Kano Shōun,Unmounted shikisi leaf; ink and color on silk,7 1/4 × 6 1/2 in. (18.4 × 16.5 cm),Paintings,17th century,"Unknown is a Edo period (1615–1868) Painting by the Japan artist Kano Shōun. This piece, part of the Asian Art collection, is crafted using Unmounted shikisi leaf; ink and color on silk. Measuring 7 1/4 × 6 1/2 in. (18.4 × 16.5 cm), the work is classified as Paintings and was created in 17th century."
45718,Unknown,Painting,Asian Art,Japan,Edo period (1615–1868),Kano Shōun,Unmounted shikisi leaf; ink and color on silk,7 1/4 × 6 1/2 in. (18.4 × 16.5 cm),Paintings,17th century,"Unknown is a Edo period (1615–1868) Painting by the Japan artist Kano Shōun. This piece, part of the Asian Art collection, is crafted using Unmounted shikisi leaf; ink and color on silk. Measuring 7 1/4 × 6 1/2 in. (18.4 × 16.5 cm), the work is classified as Paintings and was created in 17th century."
45719,Unknown,Painting,Asian Art,Japan,Edo period (1615–1868),Kano Shōun,Unmounted shikisi leaf; ink and color on silk,7 1/4 × 6 1/2 in. (18.4 × 16.5 cm),Paintings,17th century,"Unknown is a Edo period (1615–1868) Painting by the Japan artist Kano Shōun. This piece, part of the Asian Art collection, is crafted using Unmounted shikisi leaf; ink and color on silk. Measuring 7 1/4 × 6 1/2 in. (18.4 × 16.5 cm), the work is classified as Paintings and was created in 17th century."
45721,狩野常信筆　楊貴妃吹笛図|Yang Guifei Playing a Flute,Hanging scroll,Asian Art,Japan,Edo period (1615–1868),Kano Tsunenobu,Hanging scroll; ink and color on silk,35 3/4 x 13 in. (90.8 x 33 cm),Paintings,17th–18th century,"狩野常信筆　楊貴妃吹笛図|Yang Guifei Playing a Flute is a Edo period (1615–1868) Hanging scroll by the Japan artist Kano Tsunenobu. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on silk. Measuring 35 3/4 x 13 in. (90.8 x 33 cm), the work is classified as Paintings and was created in 17th–18th century."
45722,狩野常信筆　燕子花に鴛鴦図|Mandarin Ducks and Iris,Hanging scroll,Asian Art,Japan,Edo period (1615–1868),Kano Tsunenobu,Hanging scroll; ink and color on silk,16 3/4 x 28 1/2 in. (42.5 x 72.4 cm),Paintings,17th–18th century,"狩野常信筆　燕子花に鴛鴦図|Mandarin Ducks and Iris is a Edo period (1615–1868) Hanging scroll by the Japan artist Kano Tsunenobu. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on silk. Measuring 16 3/4 x 28 1/2 in. (42.5 x 72.4 cm), the work is classified as Paintings and was created in 17th–18th century."
45723,十鷹書画冊|Album of Hawks and Calligraphy,Album leaves,Asian Art,Japan,Edo period (1615–1868),Kano Tsunenobu,Album of ten paintings; ink and color on silk,"Each leaf: 10 3/4 × 9 7/16 in. (27.3 × 23.9 cm)
Overall with mounting (open): 16 1/4 in. × 27 in. × 2 7/16 in. (41.3 × 68.6 × 6.2 cm)",Paintings,17th–18th century,"十鷹書画冊|Album of Hawks and Calligraphy is a Edo period (1615–1868) Album leaves by the Japan artist Kano Tsunenobu. This piece, part of the Asian Art collection, is crafted using Album of ten paintings; ink and color on silk. Measuring Each leaf: 10 3/4 × 9 7/16 in. (27.3 × 23.9 cm)
Overall with mounting (open): 16 1/4 in. × 27 in. × 2 7/16 in. (41.3 × 68.6 × 6.2 cm), the work is classified as Paintings and was created in 17th–18th century."
45724,"八仙猿鶴図|Eight Daoist Immortals, Cranes, and Gibbons",Triptych of hanging scrolls,Asian Art,Japan,Edo period (1615–1868),Kano Tanshin (Morimasa) 狩野探信,Triptych of hanging scrolls; ink and color on silk,"14.76.23
Overall with knobs: 94 3/4 × 37 1/2 in. (240.7 × 95.3 cm)
Image: 58 5/8 × 35 in. (148.9 × 88.9 cm)
Overall with mounting: 94 3/4 × 35 in. (240.7 × 88.9 cm)

14.76.24, .25
Overall with knobs: 94 3/4 × 37 1/2 in. (240.7 × 95.3 cm)
Image: 58 5/8 × 30 1/4 in. (148.9 × 76.8 cm)
Overall with mounting: 94 3/4 × 35 in. (240.7 × 88.9 cm)",Paintings,late 17th–early 18th century,"八仙猿鶴図|Eight Daoist Immortals, Cranes, and Gibbons is a Edo period (1615–1868) Triptych of hanging scrolls by the Japan artist Kano Tanshin (Morimasa) 狩野探信. This piece, part of the Asian Art collection, is crafted using Triptych of hanging scrolls; ink and color on silk. Measuring 14.76.23
Overall with knobs: 94 3/4 × 37 1/2 in. (240.7 × 95.3 cm)
Image: 58 5/8 × 35 in. (148.9 × 88.9 cm)
Overall with mounting: 94 3/4 × 35 in. (240.7 × 88.9 cm)

14.76.24, .25
Overall with knobs: 94 3/4 × 37 1/2 in. (240.7 × 95.3 cm)
Image: 58 5/8 × 30 1/4 in. (148.9 × 76.8 cm)
Overall with mounting: 94 3/4 × 35 in. (240.7 × 88.9 cm), the work is classified as Paintings and was created in late 17th–early 18th century."
45727,Unknown,Hanging scroll,Asian Art,Japan,Edo period (1615–1868),Kano Tanshin (Morimasa),Hanging scroll; ink and color on silk,37 13/16 x 15 13/16 in. (96 x 40.1 cm),Paintings,17th–18th century,"Unknown is a Edo period (1615–1868) Hanging scroll by the Japan artist Kano Tanshin (Morimasa). This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on silk. Measuring 37 13/16 x 15 13/16 in. (96 x 40.1 cm), the work is classified as Paintings and was created in 17th–18th century."
45728,Unknown,Hanging scroll,Asian Art,Japan,Edo period (1615–1868),Kano Chikanobu,Hanging scroll; ink and color on silk,"Image: 40 1/2 × 17 3/4 in. (102.9 × 45.1 cm)
Overall with mounting: 74 × 23 1/4 in. (188 × 59.1 cm)
Overall with knobs: 74 × 25 1/8 in. (188 × 63.8 cm)",Paintings,17th–18th century,"Unknown is a Edo period (1615–1868) Hanging scroll by the Japan artist Kano Chikanobu. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on silk. Measuring Image: 40 1/2 × 17 3/4 in. (102.9 × 45.1 cm)
Overall with mounting: 74 × 23 1/4 in. (188 × 59.1 cm)
Overall with knobs: 74 × 25 1/8 in. (188 × 63.8 cm), the work is classified as Paintings and was created in 17th–18th century."
45729,狩野周信筆　秋冬花鳥図屏風|Birds and Flowers of Autumn and Winter,Screen,Asian Art,Japan,Edo period (1615–1868),Kano Chikanobu,Six-panel folding screen; ink and color on silk,Image: 61 1/8 in. × 11 ft. 7 3/4 in. (155.3 × 355 cm),Paintings,early 18th century,"狩野周信筆　秋冬花鳥図屏風|Birds and Flowers of Autumn and Winter is a Edo period (1615–1868) Screen by the Japan artist Kano Chikanobu. This piece, part of the Asian Art collection, is crafted using Six-panel folding screen; ink and color on silk. Measuring Image: 61 1/8 in. × 11 ft. 7 3/4 in. (155.3 × 355 cm), the work is classified as Paintings and was created in early 18th century."
45730,Unknown,Hanging scroll,Asian Art,Japan,Edo period (1615–1868),Kano Chikanobu,Hanging scroll; ink and color on silk,"Image: 50 1/4 × 21 1/4 in. (127.6 × 54 cm)
Overall with mounting: 85 × 26 1/4 in. (215.9 × 66.7 cm)
Overall with knobs: 85 × 28 1/2 in. (215.9 × 72.4 cm)",Paintings,17th–18th century,"Unknown is a Edo period (1615–1868) Hanging scroll by the Japan artist Kano Chikanobu. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on silk. Measuring Image: 50 1/4 × 21 1/4 in. (127.6 × 54 cm)
Overall with mounting: 85 × 26 1/4 in. (215.9 × 66.7 cm)
Overall with knobs: 85 × 28 1/2 in. (215.9 × 72.4 cm), the work is classified as Paintings and was created in 17th–18th century."
45731,Unknown,Hanging scroll,Asian Art,Japan,Edo period (1615–1868),Kusumi Morikage,Hanging scroll; ink on paper,48 9/16 x 20 7/8 in. (123.4 x 53.1 cm),Paintings,17th century,"Unknown is a Edo period (1615–1868) Hanging scroll by the Japan artist Kusumi Morikage. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink on paper. Measuring 48 9/16 x 20 7/8 in. (123.4 x 53.1 cm), the work is classified as Paintings and was created in 17th century."
45733,英一蝶筆 地蔵菩薩図|Jizō Bosatsu,Hanging scroll,Asian Art,Japan,Edo period (1615–1868),Hanabusa Itchō,"Hanging scroll; ink, color, and gold paint on paper",24 3/4 x 10 1/2 in. (62.9 x 26.7 cm),Paintings,1667–98,"英一蝶筆 地蔵菩薩図|Jizō Bosatsu is a Edo period (1615–1868) Hanging scroll by the Japan artist Hanabusa Itchō. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink, color, and gold paint on paper. Measuring 24 3/4 x 10 1/2 in. (62.9 x 26.7 cm), the work is classified as Paintings and was created in 1667–98."
45734,粟に鶉図|Quail and Millet,Hanging scroll,Asian Art,Japan,Edo period (1615–1868),Kiyohara Yukinobu,Hanging scroll; ink and color on silk,46 5/8 x 18 3/4 in. (118.4 x 47.6 cm),Paintings,late 17th century,"粟に鶉図|Quail and Millet is a Edo period (1615–1868) Hanging scroll by the Japan artist Kiyohara Yukinobu. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on silk. Measuring 46 5/8 x 18 3/4 in. (118.4 x 47.6 cm), the work is classified as Paintings and was created in late 17th century."
45735,Unknown,Hanging scroll,Asian Art,Japan,Edo period (1615–1868),Kano Seisen’in,Hanging scroll; ink and color on silk,38 x 14 1/4 in. (96.5 x 36.2 cm),Paintings,18th–19th century,"Unknown is a Edo period (1615–1868) Hanging scroll by the Japan artist Kano Seisen’in. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on silk. Measuring 38 x 14 1/4 in. (96.5 x 36.2 cm), the work is classified as Paintings and was created in 18th–19th century."
45736,西王母図|Queen Mother of the West,Hanging scroll,Asian Art,Japan,Edo period (1615–1868),Kano Osanobu,Hanging scroll; ink and color on silk,"Image: 39 3/4 × 14 7/8 in. (101 × 37.8 cm)
Overall with knobs: 73 3/4 × 22 in. (187.3 × 55.9 cm)
Overall with mounting: 73 3/4 × 19 3/4 in. (187.3 × 50.2 cm)",Paintings,first half of the 19th century,"西王母図|Queen Mother of the West is a Edo period (1615–1868) Hanging scroll by the Japan artist Kano Osanobu. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on silk. Measuring Image: 39 3/4 × 14 7/8 in. (101 × 37.8 cm)
Overall with knobs: 73 3/4 × 22 in. (187.3 × 55.9 cm)
Overall with mounting: 73 3/4 × 19 3/4 in. (187.3 × 50.2 cm), the work is classified as Paintings and was created in first half of the 19th century."
45737,狩野探水守常筆　蓬莱山・瀟湘八景図|Mount Penglai with Eight Views of Xiao and Xiang,Hanging scroll,Asian Art,Japan,Edo period (1615–1868),Kano Tansui Moritsune,One from a triptych of hanging scrolls; ink and color on silk,"Image: 37 1/2 × 13 1/2 in. (95.3 × 34.3 cm)
Overall with mounting: 73 1/2 × 19 3/8 in. (186.7 × 49.2 cm)
Overall with knobs: 73 1/2  × 21 1/8 in. × 1 in. (diam. of knobs) (186.7 × 53.7 × 2.5 cm)",Paintings,19th century,"狩野探水守常筆　蓬莱山・瀟湘八景図|Mount Penglai with Eight Views of Xiao and Xiang is a Edo period (1615–1868) Hanging scroll by the Japan artist Kano Tansui Moritsune. This piece, part of the Asian Art collection, is crafted using One from a triptych of hanging scrolls; ink and color on silk. Measuring Image: 37 1/2 × 13 1/2 in. (95.3 × 34.3 cm)
Overall with mounting: 73 1/2 × 19 3/8 in. (186.7 × 49.2 cm)
Overall with knobs: 73 1/2  × 21 1/8 in. × 1 in. (diam. of knobs) (186.7 × 53.7 × 2.5 cm), the work is classified as Paintings and was created in 19th century."
45738,狩野探水守常筆　蓬莱山・瀟湘八景図|Mount Penglai with Eight Views of Xiao and Xiang,Hanging scroll,Asian Art,Japan,Edo period (1615–1868),Kano Tansui Moritsune,One from a triptych of hanging scrolls; ink and color on silk,"Image: 37 5/8 × 13 1/2 in. (95.6 × 34.3 cm)
Overall with mounting: 73 5/8 × 19 3/8 in. (187 × 49.2 cm)
Overall with knobs: 73 5/8 × 21 1/8 in. × 1 in. (diam. of knobs)  (187 × 53.7 × 2.5 cm)",Paintings,19th century,"狩野探水守常筆　蓬莱山・瀟湘八景図|Mount Penglai with Eight Views of Xiao and Xiang is a Edo period (1615–1868) Hanging scroll by the Japan artist Kano Tansui Moritsune. This piece, part of the Asian Art collection, is crafted using One from a triptych of hanging scrolls; ink and color on silk. Measuring Image: 37 5/8 × 13 1/2 in. (95.6 × 34.3 cm)
Overall with mounting: 73 5/8 × 19 3/8 in. (187 × 49.2 cm)
Overall with knobs: 73 5/8 × 21 1/8 in. × 1 in. (diam. of knobs)  (187 × 53.7 × 2.5 cm), the work is classified as Paintings and was created in 19th century."
45739,Unknown,Hanging scroll,Asian Art,Japan,Edo period (1615–1868),Kano Tanshin Moromichi,Hanging scroll; ink on silk,36 11/16 x 15 in. (93.2 x 38.1 cm),Paintings,19th century,"Unknown is a Edo period (1615–1868) Hanging scroll by the Japan artist Kano Tanshin Moromichi. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink on silk. Measuring 36 11/16 x 15 in. (93.2 x 38.1 cm), the work is classified as Paintings and was created in 19th century."
45743,Unknown,Painting,Asian Art,Japan,Edo period (1615–1868),Tosa School,Matted painting; ink and color on silk,8 x 8 in. (20.3 x 20.3 cm),Paintings,17th century,"Unknown is a Edo period (1615–1868) Painting by the Japan artist Tosa School. This piece, part of the Asian Art collection, is crafted using Matted painting; ink and color on silk. Measuring 8 x 8 in. (20.3 x 20.3 cm), the work is classified as Paintings and was created in 17th century."
45744,Unknown,Screen,Asian Art,Japan,Edo period (1615–1868),Unknown,Pair of six-panel folding screens; ink and color on gilt paper,Overall (each screen): 60 5/16 in. x 11 ft. 5 9/16 in. (153.2 x 349.4 cm),Paintings,first half of the 17th century,"Unknown is a Edo period (1615–1868) Screen by the Japan artist.This piece, part of the Asian Art collection, is crafted using Pair of six-panel folding screens; ink and color on gilt paper. Measuring Overall (each screen): 60 5/16 in. x 11 ft. 5 9/16 in. (153.2 x 349.4 cm), the work is classified as Paintings and was created in first half of the 17th century."
45745,Musashino|Mount Yoshino,Screen,Asian Art,Japan,Edo period (1615–1868),Unidentified artist,"Six-panel folding screen; ink, color, and gold on paper",59 7/16 in. × 9 ft. 11 13/16 in. (150.9 × 304.4 cm),Paintings,17th century,"Musashino|Mount Yoshino is a Edo period (1615–1868) Screen by the Japan artist Unidentified artist. This piece, part of the Asian Art collection, is crafted using Six-panel folding screen; ink, color, and gold on paper. Measuring 59 7/16 in. × 9 ft. 11 13/16 in. (150.9 × 304.4 cm), the work is classified as Paintings and was created in 17th century."
